Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
359,235,Smeargle,Painter Pokemon,NULL,NULL,NULL,12,580,Normal,NULL,Own Tempo,This Pokémon has its own tempo and that prevents it from becoming confused,Technician,Powers up the Pokémons weaker moves,Moody,Raises one stat sharply and lowers another every turn,NULL,NULL,50,50,70,Gold,Johto,55,20,35,20,45,75,0,0,0,0,0,1,45,Fast,800000,88,Field,NULL,20,NULL,NULL
360,236,Tyrogue,Scuffle Pokemon,NULL,NULL,NULL,07,210,Fighting,NULL,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,Steadfast,The Pokémons determination boosts the Speed stat each time the Pokémon flinches,Vital Spirit,The Pokémon is full of vitality and that prevents it from falling asleep,NULL,NULL,100,0,70,Gold,Johto,35,35,35,35,35,35,0,1,0,0,0,0,75,Medium Fast,1000000,42,Undiscovered,NULL,25,NULL,NULL
361,237,Hitmontop,Handstand Pokemon,NULL,NULL,NULL,14,480,Fighting,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,Technician,Powers up the Pokémons weaker moves,Steadfast,The Pokémons determination boosts the Speed stat each time the Pokémon flinches,NULL,NULL,100,0,70,Gold,Johto,50,95,95,35,110,70,0,0,0,0,2,0,45,Medium Fast,1000000,159,HumanLike,NULL,25,360,Level 20 With Attack  Defense
362,238,Smoochum,Kiss Pokemon,NULL,NULL,NULL,04,60,Ice,Psychic,Oblivious,The Pokémon is oblivious and that keeps it from being infatuated or falling for taunts,Forewarn,When it enters a battle the Pokémon can tell one of the moves an opposing Pokémon has,Hydration,Heals status conditions if its raining,NULL,NULL,0,100,70,Gold,Johto,45,30,15,85,65,65,0,0,0,1,0,0,45,Medium Fast,1000000,61,Undiscovered,NULL,25,NULL,NULL
363,239,Elekid,Electric Pokemon,NULL,NULL,NULL,06,235,Electric,NULL,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,NULL,NULL,Vital Spirit,The Pokémon is full of vitality and that prevents it from falling asleep,NULL,NULL,75,25,70,Gold,Johto,45,63,37,65,55,95,0,0,0,0,0,1,45,Medium Fast,1000000,72,Undiscovered,NULL,25,NULL,NULL
364,240,Magby,Live Coal Pokemon,NULL,NULL,NULL,07,214,Fire,NULL,Flame Body,Contact with the Pokémon may burn the attacker,NULL,NULL,Vital Spirit,The Pokémon is full of vitality and that prevents it from falling asleep,NULL,NULL,75,25,70,Gold,Johto,45,75,37,70,55,83,0,0,0,0,0,1,45,Medium Fast,1000000,73,Undiscovered,NULL,25,NULL,NULL
365,241,Miltank,Milk Cow Pokemon,NULL,NULL,NULL,12,755,Normal,NULL,Thick Fat,The Pokémon is protected by a layer of thick fat which halves the damage taken from Fire and Icetype moves,Scrappy,The Pokémon can hit Ghosttype Pokémon with Normal and Fightingtype moves,Sap Sipper,Boosts the Attack stat if hit by a Grasstype move instead of taking damage,NULL,NULL,0,100,70,Gold,Johto,95,80,105,40,70,100,0,0,2,0,0,0,45,Slow,1250000,172,Field,NULL,20,NULL,NULL
366,242,Blissey,Happiness Pokemon,NULL,NULL,NULL,15,468,Normal,NULL,Natural Cure,All status conditions heal when the Pokémon switches out,Serene Grace,Boosts the likelihood of additional effects occurring when attacking,Healer,Sometimes heals an allys status condition,NULL,NULL,0,100,140,Gold,Johto,255,10,10,75,135,55,3,0,0,0,0,0,30,Fast,800000,608,Fairy,NULL,40,147,NULL
367,243,Raikou,Thunder Pokemon,NULL,NULL,SubLegendary,19,1780,Electric,NULL,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,NULL,NULL,0,0,35,Gold,Johto,90,85,75,115,100,115,0,0,0,1,0,2,3,Slow,1250000,261,Undiscovered,NULL,80,NULL,NULL
368,244,Entei,Volcano Pokemon,NULL,NULL,SubLegendary,21,1980,Fire,NULL,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,NULL,NULL,0,0,35,Gold,Johto,115,115,85,90,75,100,1,2,0,0,0,0,3,Slow,1250000,261,Undiscovered,NULL,80,NULL,NULL
369,245,Suicune,Aurora Pokemon,NULL,NULL,SubLegendary,20,1870,Water,NULL,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,NULL,NULL,0,0,35,Gold,Johto,100,75,115,90,115,85,0,0,1,0,2,0,3,Slow,1250000,261,Undiscovered,NULL,80,NULL,NULL
370,246,Larvitar,Rock Skin Pokemon,NULL,NULL,NULL,06,720,Rock,Ground,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,NULL,NULL,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,NULL,NULL,50,50,35,Gold,Johto,50,64,50,45,50,41,0,1,0,0,0,0,45,Slow,1250000,60,Monster,NULL,40,NULL,NULL
371,247,Pupitar,Hard Shell Pokemon,NULL,NULL,NULL,12,1520,Rock,Ground,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,Gold,Johto,70,84,70,65,70,51,0,2,0,0,0,0,45,Slow,1250000,144,Monster,NULL,40,370,Level 30
372,248,Tyranitar,Armor Pokemon,NULL,NULL,NULL,20,2020,Rock,Dark,Sand Stream,The Pokémon summons a sandstorm when it enters a battle,NULL,NULL,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,35,Gold,Johto,100,134,110,95,100,61,0,3,0,0,0,0,45,Slow,1250000,270,Monster,NULL,40,371,Level 55
373,249,Lugia,Diving Pokemon,NULL,NULL,Legendary,52,2160,Psychic,Flying,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,Multiscale,Reduces the amount of damage the Pokémon takes while its HP is full,NULL,NULL,0,0,0,Gold,Johto,106,90,130,90,154,110,0,0,0,0,3,0,3,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
374,250,HoOh,Rainbow Pokemon,NULL,NULL,Legendary,38,1990,Fire,Flying,Pressure,By putting pressure on the opposing Pokémon it raises their PP usage,NULL,NULL,Regenerator,Restores a little HP when withdrawn from battle,NULL,NULL,0,0,0,Gold,Johto,106,130,90,110,154,90,0,0,0,0,3,0,3,Slow,1250000,306,Undiscovered,NULL,120,NULL,NULL
375,251,Celebi,Time Travel Pokemon,NULL,NULL,Mythical,06,50,Psychic,Grass,Natural Cure,All status conditions heal when the Pokémon switches out,NULL,NULL,NULL,NULL,NULL,NULL,0,0,100,Gold,Johto,100,100,100,100,100,100,3,0,0,0,0,0,45,Medium Slow,1059860,270,Undiscovered,NULL,120,NULL,NULL
380,252,Treecko,Wood Gecko Pokemon,NULL,NULL,NULL,05,50,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Unburden,Boosts the Speed stat if the Pokémons held item is used or lost,NULL,NULL,875,125,70,Ruby,Hoenn,40,45,35,65,55,70,0,0,0,0,0,1,45,Medium Slow,1059860,62,Monster,Dragon,20,NULL,NULL
381,253,Grovyle,Wood Gecko Pokemon,NULL,NULL,NULL,09,216,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Unburden,Boosts the Speed stat if the Pokémons held item is used or lost,NULL,NULL,875,125,70,Ruby,Hoenn,50,65,45,85,65,95,0,0,0,0,0,2,45,Medium Slow,1059860,142,Monster,Dragon,20,380,Level 16
382,254,Sceptile,Forest Pokemon,NULL,NULL,NULL,17,522,Grass,NULL,Overgrow,Powers up Grasstype moves when the Pokémons HP is low,NULL,NULL,Unburden,Boosts the Speed stat if the Pokémons held item is used or lost,NULL,NULL,875,125,70,Ruby,Hoenn,70,85,65,105,85,120,0,0,0,0,0,3,45,Medium Slow,1059860,239,Monster,Dragon,20,381,Level 36
383,255,Torchic,Chick Pokemon,NULL,NULL,NULL,04,25,Fire,NULL,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Speed Boost,Its Speed stat is boosted every turn,NULL,NULL,875,125,70,Ruby,Hoenn,45,60,40,70,50,45,0,0,0,1,0,0,45,Medium Slow,1059860,62,Field,NULL,20,NULL,NULL
384,256,Combusken,Young Fowl Pokemon,NULL,NULL,NULL,09,195,Fire,Fighting,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Speed Boost,Its Speed stat is boosted every turn,NULL,NULL,875,125,70,Ruby,Hoenn,60,85,60,85,60,55,0,1,0,1,0,0,45,Medium Slow,1059860,142,Field,NULL,20,383,Level 16
385,257,Blaziken,Blaze Pokemon,NULL,NULL,NULL,19,520,Fire,Fighting,Blaze,Powers up Firetype moves when the Pokémons HP is low,NULL,NULL,Speed Boost,Its Speed stat is boosted every turn,NULL,NULL,875,125,70,Ruby,Hoenn,80,120,70,110,70,80,0,3,0,0,0,0,45,Medium Slow,1059860,239,Field,NULL,20,384,Level 36
386,258,Mudkip,Mud Fish Pokemon,NULL,NULL,NULL,04,76,Water,NULL,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,NULL,NULL,875,125,70,Ruby,Hoenn,50,70,50,50,50,40,0,1,0,0,0,0,45,Medium Slow,1059860,62,Monster,Water 1,20,NULL,NULL
387,259,Marshtomp,Mud Fish Pokemon,NULL,NULL,NULL,07,280,Water,Ground,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,NULL,NULL,875,125,70,Ruby,Hoenn,70,85,70,60,70,50,0,2,0,0,0,0,45,Medium Slow,1059860,142,Monster,Water 1,20,386,Level 16
388,260,Swampert,Mud Fish Pokemon,NULL,NULL,NULL,15,819,Water,Ground,Torrent,Powers up Watertype moves when the Pokémons HP is low,NULL,NULL,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,NULL,NULL,875,125,70,Ruby,Hoenn,100,110,90,85,90,60,0,3,0,0,0,0,45,Medium Slow,1059860,241,Monster,Water 1,20,387,Level 36
389,261,Poochyena,Bite Pokemon,NULL,NULL,NULL,05,136,Dark,NULL,Run Away,Enables a sure getaway from wild Pokémon,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,50,50,70,Ruby,Hoenn,35,55,35,30,30,35,0,1,0,0,0,0,255,Medium Fast,1000000,56,Field,NULL,15,NULL,NULL
390,262,Mightyena,Bite Pokemon,NULL,NULL,NULL,10,370,Dark,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,Moxie,The Pokémon shows moxie and that boosts the Attack stat after knocking out any Pokémon,NULL,NULL,50,50,70,Ruby,Hoenn,70,90,70,60,60,70,0,2,0,0,0,0,127,Medium Fast,1000000,147,Field,NULL,15,389,Level 18
391,263,Zigzagoon,Tiny Raccoon Pokemon,NULL,NULL,NULL,04,175,Normal,NULL,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,Gluttony,Makes the Pokémon eat a held Berry when its HP drops to half or less which is sooner than usual,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,NULL,NULL,50,50,70,Ruby,Hoenn,38,30,41,30,41,60,0,0,0,0,0,1,255,Medium Fast,1000000,56,Field,NULL,15,NULL,NULL
392,264,Linoone,Rushing Pokemon,NULL,NULL,NULL,05,325,Normal,NULL,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,Gluttony,Makes the Pokémon eat a held Berry when its HP drops to half or less which is sooner than usual,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,NULL,NULL,50,50,70,Ruby,Hoenn,78,70,61,50,61,100,0,0,0,0,0,2,90,Medium Fast,1000000,147,Field,NULL,15,391,Level 20
393,265,Wurmple,Worm Pokemon,NULL,NULL,NULL,03,36,Bug,NULL,Shield Dust,This Pokémons dust blocks the additional effects of attacks taken,NULL,NULL,Run Away,Enables a sure getaway from wild Pokémon,NULL,NULL,50,50,70,Ruby,Hoenn,45,45,35,20,30,20,1,0,0,0,0,0,255,Medium Fast,1000000,56,Bug,NULL,15,NULL,NULL
394,266,Silcoon,Cocoon Pokemon,NULL,NULL,NULL,06,100,Bug,NULL,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Ruby,Hoenn,50,35,55,25,25,15,0,0,2,0,0,0,120,Medium Fast,1000000,72,Bug,NULL,15,393,Level 7 Based On Personality Value
395,267,Beautifly,Butterfly Pokemon,NULL,NULL,NULL,10,284,Bug,Flying,Swarm,Powers up Bugtype moves when the Pokémons HP is low,NULL,NULL,Rivalry,Becomes competitive and deals more damage to Pokémon of the same gender but deals less to Pokémon of the opposite gender,NULL,NULL,50,50,70,Ruby,Hoenn,60,70,50,100,50,65,0,0,0,3,0,0,45,Medium Fast,1000000,178,Bug,NULL,15,394,Level 10
396,268,Cascoon,Cocoon Pokemon,NULL,NULL,NULL,07,115,Bug,NULL,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Ruby,Hoenn,50,35,55,25,25,15,0,0,2,0,0,0,120,Medium Fast,1000000,72,Bug,NULL,15,393,Level 7 Based On Personality Value
397,269,Dustox,Poison Moth Pokemon,NULL,NULL,NULL,12,316,Bug,Poison,Shield Dust,This Pokémons dust blocks the additional effects of attacks taken,NULL,NULL,Compound Eyes,The Pokémons compound eyes boost its accuracy,NULL,NULL,50,50,70,Ruby,Hoenn,60,50,70,50,90,65,0,0,0,0,3,0,45,Medium Fast,1000000,173,Bug,NULL,15,396,Level 10
398,270,Lotad,Water Weed Pokemon,NULL,NULL,NULL,05,26,Water,Grass,Swift Swim,Boosts the Pokémons Speed stat in rain,Rain Dish,The Pokémon gradually regains HP in rain,Own Tempo,This Pokémon has its own tempo and that prevents it from becoming confused,NULL,NULL,50,50,70,Ruby,Hoenn,40,30,30,40,50,30,0,0,0,0,1,0,255,Medium Slow,1059860,44,Water 1,Grass,15,NULL,NULL
399,271,Lombre,Jolly Pokemon,NULL,NULL,NULL,12,325,Water,Grass,Swift Swim,Boosts the Pokémons Speed stat in rain,Rain Dish,The Pokémon gradually regains HP in rain,Own Tempo,This Pokémon has its own tempo and that prevents it from becoming confused,NULL,NULL,50,50,70,Ruby,Hoenn,60,50,50,60,70,50,0,0,0,0,2,0,120,Medium Slow,1059860,119,Water 1,Grass,15,398,Level 14
400,272,Ludicolo,Carefree Pokemon,NULL,NULL,NULL,15,550,Water,Grass,Swift Swim,Boosts the Pokémons Speed stat in rain,Rain Dish,The Pokémon gradually regains HP in rain,Own Tempo,This Pokémon has its own tempo and that prevents it from becoming confused,NULL,NULL,50,50,70,Ruby,Hoenn,80,70,70,90,100,70,0,0,0,0,3,0,45,Medium Slow,1059860,216,Water 1,Grass,15,399,Water Stone
401,273,Seedot,Acorn Pokemon,NULL,NULL,NULL,05,40,Grass,NULL,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Pickpocket,Steals an item from an attacker that made direct contact,NULL,NULL,50,50,70,Ruby,Hoenn,40,40,50,30,30,30,0,0,1,0,0,0,255,Medium Slow,1059860,44,Field,Grass,15,NULL,NULL
402,274,Nuzleaf,Wily Pokemon,NULL,NULL,NULL,10,280,Grass,Dark,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Pickpocket,Steals an item from an attacker that made direct contact,NULL,NULL,50,50,70,Ruby,Hoenn,70,70,40,60,40,60,0,2,0,0,0,0,120,Medium Slow,1059860,119,Field,Grass,15,401,Level 14
403,275,Shiftry,Wicked Pokemon,NULL,NULL,NULL,13,596,Grass,Dark,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Pickpocket,Steals an item from an attacker that made direct contact,NULL,NULL,50,50,70,Ruby,Hoenn,90,100,60,90,60,80,0,3,0,0,0,0,45,Medium Slow,1059860,216,Fairy,Grass,15,402,Leaf Stone
404,276,Taillow,Tiny Swallow Pokemon,NULL,NULL,NULL,03,23,Normal,Flying,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,NULL,NULL,Scrappy,The Pokémon can hit Ghosttype Pokémon with Normal and Fightingtype moves,NULL,NULL,50,50,70,Ruby,Hoenn,40,55,30,30,30,85,0,0,0,0,0,1,200,Medium Slow,1059860,54,Flying,NULL,15,NULL,NULL
405,277,Swellow,Swallow Pokemon,NULL,NULL,NULL,07,198,Normal,Flying,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,NULL,NULL,Scrappy,The Pokémon can hit Ghosttype Pokémon with Normal and Fightingtype moves,NULL,NULL,50,50,70,Ruby,Hoenn,60,85,60,75,50,125,0,0,0,0,0,2,45,Medium Slow,1059860,159,Flying,NULL,15,404,Level 22
406,278,Wingull,Seagull Pokemon,NULL,NULL,NULL,06,95,Water,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Hydration,Heals status conditions if its raining,Rain Dish,The Pokémon gradually regains HP in rain,NULL,NULL,50,50,70,Ruby,Hoenn,40,30,30,55,30,85,0,0,0,0,0,1,190,Medium Fast,1000000,54,Water 1,Flying,20,NULL,NULL
407,279,Pelipper,Water Bird Pokemon,NULL,NULL,NULL,12,280,Water,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Drizzle,The Pokémon makes it rain when it enters a battle,Rain Dish,The Pokémon gradually regains HP in rain,NULL,NULL,50,50,70,Ruby,Hoenn,60,50,100,95,70,65,0,0,2,0,0,0,45,Medium Fast,1000000,154,Water 1,Flying,20,406,Level 25
408,280,Ralts,Feeling Pokemon,NULL,NULL,NULL,04,66,Psychic,Fairy,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Trace,When it enters a battle the Pokémon copies an opposing Pokémons Ability,Telepathy,Anticipates an allys attack and dodges it,NULL,NULL,50,50,35,Ruby,Hoenn,28,25,25,45,35,40,0,0,0,1,0,0,235,Slow,1250000,40,HumanLike,Amorphous,20,NULL,NULL
409,281,Kirlia,Emotion Pokemon,NULL,NULL,NULL,08,202,Psychic,Fairy,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Trace,When it enters a battle the Pokémon copies an opposing Pokémons Ability,Telepathy,Anticipates an allys attack and dodges it,NULL,NULL,50,50,35,Ruby,Hoenn,38,35,35,65,55,50,0,0,0,2,0,0,120,Slow,1250000,97,HumanLike,Amorphous,20,408,Level 20
410,282,Gardevoir,Embrace Pokemon,NULL,NULL,NULL,16,484,Psychic,Fairy,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Trace,When it enters a battle the Pokémon copies an opposing Pokémons Ability,Telepathy,Anticipates an allys attack and dodges it,NULL,NULL,50,50,35,Ruby,Hoenn,68,65,65,125,115,80,0,0,0,3,0,0,45,Slow,1250000,233,HumanLike,Amorphous,20,409,Level 30
411,283,Surskit,Pond Skater Pokemon,NULL,NULL,NULL,05,17,Bug,Water,Swift Swim,Boosts the Pokémons Speed stat in rain,NULL,NULL,Rain Dish,The Pokémon gradually regains HP in rain,NULL,NULL,50,50,70,Ruby,Hoenn,40,30,32,50,52,65,0,0,0,0,0,1,200,Medium Fast,1000000,54,Water 1,Bug,15,NULL,NULL
412,284,Masquerain,Eyeball Pokemon,NULL,NULL,NULL,08,36,Bug,Flying,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,NULL,NULL,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,70,Ruby,Hoenn,70,60,62,100,82,80,0,0,0,1,1,0,75,Medium Fast,1000000,159,Water 1,Bug,15,411,Level 22
413,285,Shroomish,Mushroom Pokemon,NULL,NULL,NULL,04,45,Grass,NULL,Effect Spore,Contact with the Pokémon may inflict poison sleep or paralysis on its attacker,Poison Heal,Restores HP if the Pokémon is poisoned instead of losing HP,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,NULL,NULL,50,50,70,Ruby,Hoenn,60,40,60,40,60,35,1,0,0,0,0,0,255,Fluctuating,1640000,59,Fairy,Grass,15,NULL,NULL
414,286,Breloom,Mushroom Pokemon,NULL,NULL,NULL,12,392,Grass,Fighting,Effect Spore,Contact with the Pokémon may inflict poison sleep or paralysis on its attacker,Poison Heal,Restores HP if the Pokémon is poisoned instead of losing HP,Technician,Powers up the Pokémons weaker moves,NULL,NULL,50,50,70,Ruby,Hoenn,60,130,80,60,60,70,0,2,0,0,0,0,90,Fluctuating,1640000,161,Fairy,Grass,15,413,Level 23
415,287,Slakoth,Slacker Pokemon,NULL,NULL,NULL,08,240,Normal,NULL,Truant,The Pokémon cant use a move if it had used a move on the previous turn,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Ruby,Hoenn,60,60,60,35,35,30,1,0,0,0,0,0,255,Slow,1250000,56,Field,NULL,15,NULL,NULL
416,288,Vigoroth,Wild Monkey Pokemon,NULL,NULL,NULL,14,465,Normal,NULL,Vital Spirit,The Pokémon is full of vitality and that prevents it from falling asleep,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Ruby,Hoenn,80,80,80,55,55,90,0,0,0,0,0,2,120,Slow,1250000,154,Field,NULL,15,415,Level 18
